Gmt time,Open,High,Low,Close,Volume
02.01.2017 23:00:00.000,1150.000,1152.472,1150.000,1152.032,23570.000300000003
02.01.2017 23:05:00.000,1151.841,1151.841,1150.831,1151.121,9600.0002
02.01.2017 23:10:00.000,1151.222,1151.281,1150.311,1150.311,32320.000399999997
02.01.2017 23:15:00.000,1150.371,1150.371,1150.000,1150.000,7370
02.01.2017 23:20:00.000,1150.000,1150.088,1149.641,1149.641,6880.0001
02.01.2017 23:25:00.000,1149.641,1150.461,1149.641,1150.231,36490.0002
02.01.2017 23:30:00.000,1150.231,1150.571,1150.008,1150.382,95859.9993
02.01.2017 23:35:00.000,1150.331,1150.481,1149.762,1150.221,62450.001000000004
02.01.2017 23:40:00.000,1150.221,1150.221,1149.658,1150.078,82660.0007
02.01.2017 23:45:00.000,1150.058,1150.081,1149.609,1149.848,79190.0013
02.01.2017 23:50:00.000,1149.828,1150.218,1149.418,1150.139,134299.9971
02.01.2017 23:55:00.000,1150.109,1150.401,1149.691,1150.361,52719.999200000006
03.01.2017 00:00:00.000,1150.361,1151.292,1149.928,1151.211,73969.9994
03.01.2017 00:05:00.000,1151.211,1151.701,1150.571,1150.571,70039.9987
03.01.2017 00:10:00.000,1150.571,1150.992,1150.321,1150.851,58469.9996
03.01.2017 00:15:00.000,1150.839,1150.999,1150.611,1150.921,77319.9998
03.01.2017 00:20:00.000,1150.921,1150.921,1150.112,1150.321,47840.0001
03.01.2017 00:25:00.000,1150.321,1150.481,1149.992,1150.311,48109.9994
03.01.2017 00:30:00.000,1150.311,1150.801,1150.061,1150.751,56919.9999
03.01.2017 00:35:00.000,1150.751,1151.002,1150.301,1150.301,42189.9995
03.01.2017 00:40:00.000,1150.301,1150.301,1149.682,1150.021,79729.9998
03.01.2017 00:45:00.000,1150.021,1150.249,1149.801,1149.998,51239.999899999995
03.01.2017 00:50:00.000,1149.961,1150.612,1149.961,1150.532,56860.0006
03.01.2017 00:55:00.000,1150.532,1150.802,1149.921,1150.801,58470
03.01.2017 01:00:00.000,1150.782,1154.602,1150.381,1153.891,117849.9981
03.01.2017 01:05:00.000,1153.891,1155.966,1153.172,1154.701,70820
03.01.2017 01:10:00.000,1154.661,1155.322,1154.232,1154.921,16170
03.01.2017 01:15:00.000,1154.971,1155.291,1154.292,1154.991,26700.000099999997
03.01.2017 01:20:00.000,1154.959,1156.211,1154.701,1156.131,106990.00030000001
03.01.2017 01:25:00.000,1156.131,1156.139,1155.152,1155.182,63830.0004
03.01.2017 01:30:00.000,1155.182,1156.231,1154.991,1156.041,88889.99939999999
03.01.2017 01:35:00.000,1156.041,1156.129,1155.342,1155.432,118339.99859999999
03.01.2017 01:40:00.000,1155.432,1155.929,1155.298,1155.801,83600.00050000001
03.01.2017 01:45:00.000,1155.808,1156.679,1155.771,1155.808,91119.9981
03.01.2017 01:50:00.000,1155.802,1156.199,1155.281,1155.821,103920.0007
03.01.2017 01:55:00.000,1155.821,1156.822,1155.732,1156.131,88050.0005
03.01.2017 02:00:00.000,1156.131,1156.552,1155.382,1155.399,82610.00080000001
03.01.2017 02:05:00.000,1155.408,1155.508,1154.989,1155.508,171819.9979
03.01.2017 02:10:00.000,1155.508,1156.709,1155.508,1156.428,205109.99850000002
03.01.2017 02:15:00.000,1156.428,1157.968,1156.232,1157.701,112079.99900000001
03.01.2017 02:20:00.000,1157.701,1158.359,1157.571,1158.359,79809.9986
03.01.2017 02:25:00.000,1158.341,1158.698,1157.961,1158.251,140910.00189999997
03.01.2017 02:30:00.000,1158.251,1158.491,1157.421,1157.468,103109.9995
03.01.2017 02:35:00.000,1157.468,1157.772,1157.251,1157.731,39289.9993
03.01.2017 02:40:00.000,1157.731,1157.771,1157.288,1157.489,107810.0028
03.01.2017 02:45:00.000,1157.539,1157.892,1157.102,1157.111,28090.0002
03.01.2017 02:50:00.000,1157.111,1157.322,1156.701,1156.792,30370.0004
03.01.2017 02:55:00.000,1156.792,1157.430,1156.611,1157.221,72660.0005
03.01.2017 03:00:00.000,1157.221,1157.259,1156.391,1156.512,41149.9995
03.01.2017 03:05:00.000,1156.512,1156.771,1156.488,1156.742,58310.0006
03.01.2017 03:10:00.000,1156.742,1157.031,1156.651,1156.988,23790.0001
03.01.2017 03:15:00.000,1156.961,1156.972,1156.242,1156.432,25150.000300000003
03.01.2017 03:20:00.000,1156.451,1156.931,1156.041,1156.931,64940
03.01.2017 03:25:00.000,1156.931,1157.402,1156.762,1156.861,45300.0004
03.01.2017 03:30:00.000,1156.861,1157.212,1156.861,1157.151,18500.000399999997
03.01.2017 03:35:00.000,1157.151,1157.152,1156.531,1156.712,25010.000000000004
03.01.2017 03:40:00.000,1156.712,1156.762,1156.641,1156.731,13540.000100000001
03.01.2017 03:45:00.000,1156.731,1156.841,1156.491,1156.491,35870.0011
03.01.2017 03:50:00.000,1156.491,1156.792,1156.491,1156.712,21750.000500000002
03.01.2017 03:55:00.000,1156.712,1157.022,1156.712,1156.922,18830.000099999997
03.01.2017 04:00:00.000,1156.922,1157.501,1156.902,1157.092,44599.999599999996
03.01.2017 04:05:00.000,1157.111,1157.339,1156.992,1157.339,51190.0015
03.01.2017 04:10:00.000,1157.291,1157.538,1157.291,1157.302,29979.9997
03.01.2017 04:15:00.000,1157.302,1157.422,1157.061,1157.249,49980.0002
03.01.2017 04:20:00.000,1157.249,1157.249,1156.888,1157.012,37350.0004
03.01.2017 04:25:00.000,1157.031,1157.331,1156.771,1156.881,29510.000200000002
03.01.2017 04:30:00.000,1156.888,1157.239,1156.841,1157.239,61119.9997
03.01.2017 04:35:00.000,1157.239,1157.338,1157.031,1157.032,53429.9989
03.01.2017 04:40:00.000,1157.032,1157.032,1156.951,1157.001,14400.0002
03.01.2017 04:45:00.000,1157.001,1157.101,1156.892,1157.091,26669.9999
03.01.2017 04:50:00.000,1157.091,1157.322,1157.091,1157.232,28239.999799999998
03.01.2017 04:55:00.000,1157.232,1157.489,1157.091,1157.388,42699.9994
03.01.2017 05:00:00.000,1157.388,1157.422,1157.281,1157.389,45369.9995
03.01.2017 05:05:00.000,1157.389,1157.459,1157.241,1157.252,63490.0003
03.01.2017 05:10:00.000,1157.211,1157.349,1157.038,1157.038,86490.0006
03.01.2017 05:15:00.000,1157.038,1157.141,1156.951,1156.951,73999.9987
03.01.2017 05:20:00.000,1156.951,1157.052,1156.912,1156.912,34520.0003
03.01.2017 05:25:00.000,1156.912,1157.108,1156.708,1157.012,47319.99969999999
03.01.2017 05:30:00.000,1157.012,1157.478,1157.008,1157.322,118570.001
03.01.2017 05:35:00.000,1157.322,1157.322,1157.041,1157.041,33040.0002
03.01.2017 05:40:00.000,1157.041,1157.212,1156.911,1157.098,72869.9993
03.01.2017 05:45:00.000,1157.098,1157.312,1156.999,1157.312,106110.00239999998
03.01.2017 05:50:00.000,1157.312,1157.839,1157.291,1157.718,106680.0011
03.01.2017 05:55:00.000,1157.708,1158.039,1157.608,1157.808,162260.00160000002
03.01.2017 06:00:00.000,1157.828,1158.038,1157.709,1157.808,90130.00039999999
03.01.2017 06:05:00.000,1157.819,1158.352,1157.809,1158.021,84150.0013
03.01.2017 06:10:00.000,1158.021,1158.409,1157.802,1157.818,94650.00020000001
03.01.2017 06:15:00.000,1157.808,1158.041,1157.608,1157.949,93479.9978
03.01.2017 06:20:00.000,1157.949,1158.182,1157.891,1158.049,89550.0001
03.01.2017 06:25:00.000,1158.059,1158.339,1157.941,1158.118,81250.0017
03.01.2017 06:30:00.000,1158.129,1158.722,1158.109,1158.432,89130.0007
03.01.2017 06:35:00.000,1158.471,1158.522,1157.911,1158.091,36819.9997
03.01.2017 06:40:00.000,1158.081,1158.448,1157.931,1158.131,62610.00110000001
03.01.2017 06:45:00.000,1158.139,1158.139,1157.721,1157.721,82529.9993
03.01.2017 06:50:00.000,1157.712,1157.811,1157.131,1157.221,99830.0025
03.01.2017 06:55:00.000,1157.322,1157.658,1157.208,1157.522,142810.0002
03.01.2017 07:00:00.000,1157.499,1157.538,1156.648,1156.708,126510.0017
03.01.2017 07:05:00.000,1156.698,1156.948,1156.182,1156.308,205729.9987
03.01.2017 07:10:00.000,1156.308,1156.308,1155.809,1156.011,164539.99850000002
