Gmt time,Open,High,Low,Close,Volume
03.01.2017 07:10:00.000,1156.308,1156.308,1155.809,1156.011,164539.99850000002
03.01.2017 07:15:00.000,1156.008,1156.352,1155.409,1155.438,138350.0006
03.01.2017 07:20:00.000,1155.479,1155.869,1152.212,1152.411,265479.9987
03.01.2017 07:25:00.000,1152.418,1153.408,1152.172,1152.661,116650.0002
03.01.2017 07:30:00.000,1152.621,1153.609,1152.558,1153.158,99139.9987
03.01.2017 07:35:00.000,1153.088,1153.478,1152.838,1153.108,188309.9992
03.01.2017 07:40:00.000,1153.098,1153.711,1153.051,1153.188,207949.99800000002
03.01.2017 07:45:00.000,1153.199,1153.598,1152.959,1153.228,174350.00290000002
03.01.2017 07:50:00.000,1153.228,1153.279,1152.851,1152.851,166650.00100000002
03.01.2017 07:55:00.000,1152.869,1153.328,1152.441,1153.128,127119.9985
03.01.2017 08:00:00.000,1153.128,1153.378,1152.938,1153.138,270880.0006
03.01.2017 08:05:00.000,1153.138,1153.639,1153.081,1153.489,216089.9955
03.01.2017 08:10:00.000,1153.489,1154.442,1153.251,1154.441,273889.9961
03.01.2017 08:15:00.000,1154.441,1154.441,1153.239,1153.278,313650.0045
03.01.2017 08:20:00.000,1153.239,1153.551,1152.601,1152.888,372580.0067
03.01.2017 08:25:00.000,1152.829,1153.088,1151.028,1151.621,425470.0058
03.01.2017 08:30:00.000,1151.569,1151.709,1150.558,1150.668,323200.0023
03.01.2017 08:35:00.000,1150.691,1151.222,1150.568,1151.078,339559.99840000004
03.01.2017 08:40:00.000,1151.078,1151.928,1150.979,1151.848,287569.9997
03.01.2017 08:45:00.000,1151.819,1152.609,1151.741,1152.358,289540.0002
03.01.2017 08:50:00.000,1152.362,1152.409,1151.891,1152.069,209599.997
03.01.2017 08:55:00.000,1151.978,1152.209,1151.442,1151.551,224739.9948
03.01.2017 09:00:00.000,1151.589,1151.959,1150.799,1150.861,310189.9997
03.01.2017 09:05:00.000,1150.849,1151.269,1150.771,1151.131,180139.9978
03.01.2017 09:10:00.000,1151.131,1151.769,1151.011,1151.269,234490.0034
03.01.2017 09:15:00.000,1151.269,1151.569,1150.218,1150.369,314849.99880000006
03.01.2017 09:20:00.000,1150.369,1150.869,1150.119,1150.469,351240.0053
03.01.2017 09:25:00.000,1150.478,1150.608,1150.158,1150.319,187429.9961
03.01.2017 09:30:00.000,1150.338,1150.388,1148.528,1148.929,378910.0088
03.01.2017 09:35:00.000,1148.929,1148.929,1147.638,1148.288,460110.0087
03.01.2017 09:40:00.000,1148.288,1148.639,1148.181,1148.489,284729.99850000005
03.01.2017 09:45:00.000,1148.508,1148.579,1148.198,1148.298,279810.00009999995
03.01.2017 09:50:00.000,1148.298,1148.558,1148.198,1148.409,273819.99789999996
03.01.2017 09:55:00.000,1148.409,1148.538,1148.081,1148.171,164590.00110000002
03.01.2017 10:00:00.000,1148.171,1148.198,1146.831,1147.778,368989.9967
03.01.2017 10:05:00.000,1147.808,1148.608,1147.482,1148.508,295199.994
03.01.2017 10:10:00.000,1148.508,1148.609,1147.998,1148.038,294609.99750000006
